453,,
,,
Kutenda,Kufanya,
,,
Matangazo,,
Kukubaliana,,
Hewa,Mpepo,
,,
Michezo,,
,,
Nyama,,
Jibu,,
,,
,,
,,
,,
,,
Makokotano,,
Mukono,,
Jeshi,,
,,
,,
Kupima,Kujaribu,
Kuangarishisha,,
Kuvutia,,
,,
Mutoto,,
Mukongo,Nyuma,
Mufuko,,
Kipimo,,
Mupira,,
,,
Msingi,,
Mbekechi,,
,,
Kunawa,Kuoga,
Kitanda,,
Nyuki,,
Tabia,Mifano,
Imani,,
Kengele,,
,,
Ndeke,Ndege,
Kuzarika,Kuzaliwa,
Kipande,,
,,
,,
damu,,
Kupepula,,
,,
Mutumbwi,,
Mwili,Maungu,
Mufupa,,
Kitabu,,
Kilato,,
Chupa,,
,,
Mwanaume,,
Ubongo,,
,,
,,
,,
Mukate,,
Pumzi,Pumzika,
Ribwe,Jiwe,
,,
Mukubwa,kaka,
,,
,,
Nyumba,,
,,
choma,,
pasula,,
Biashara,,
Kalanga,,
,,
,,
Kamera,,
,,
,,
angaikiya,,
,,
,,
,,
Mpushi,,
Sababu,,
Munyororo,,
,,
Bati,,
Mabadiliko,,
,,
,,
,,
"Kanisa, Misa",,
,,
Saa,,
Kitambala,Nguo,
wingu,,
,,
Nkochi,Koti,
,,
Rangi,,
,,
,,
Baraza,,
Kampuni,,
,,
,,
,,
Hali,,
,,
,,
Pika,,
,,
,,
,,
,,
,,
kofola,,
inchi,,
Funika,,
Ngombe,,
,,
Ndeni,,
Uanji,,
Kuvinyavinya,Kupondaponda,
Ria,Lia,
Kompo,Kikombe,
,,
,,
,,
,,
Haribu,,
Hatari,,
Mwanamuke,Binti,
Shiku,Siku,
Kifo,,
Ndeni,,
,,
,,
Chora,,
Tamaa,,
Uharibifu,,
,,
Maendeleo,,
,,
,,
,,
Kuvumbula,,
Mazungumzo,,
Ugonjwa,,
,,
,,
Kukabula,,
Kutengana,,
Imbwa,,
Mulango,,
,,
,,
,,
Nguo,Mavazi,
Kunywa,,
